   0.57462,  -0.06551,  -0.71430,   0.16805,  -0.31638,   0.39296,  -0.42019,   0.60923,  -0.57590,   0.36701
   0.62653,  -0.72295,   0.00369,   0.24590,   0.47082,   0.21130,   0.22860,  -0.79216,   0.41891,  -0.58455
   0.47082,  -0.35963,  -0.17797,   0.15075,  -0.29043,   0.36701,  -0.28178,  -0.32503,   0.82549,  -0.37693
  -0.82676,  -0.31638,  -0.09147,   0.55732,   0.39296,  -0.41154,   0.42756,  -0.53264,   0.41026,   0.40161
  -0.51534,   0.45352,  -0.61050,   0.43622,   0.47082,   0.19400,  -0.62780,   0.31511,  -0.49804,   0.48812
   0.12480,   1.16286,  -0.69700,  -0.36828,  -0.75756,  -0.30773,  -0.52399,  -0.54129,   0.94660,   0.95525
   0.04694,  -0.35963,   0.29781,  -0.10012,   0.51407,  -0.48074,  -0.32503,   0.58327,  -0.79216,   0.63518
  -0.08282,  -0.50669,  -0.57590,  -0.28178,   0.61788,   0.73033,   0.43622,   0.32376,  -0.45479,  -0.28178
   0.48812,  -0.16932,  -0.17797,   0.34971,   0.41026,  -0.57590,   0.15940,   0.02099,  -0.08282,  -0.33368
   0.59192,  -0.70565,   0.60058,   0.11615,  -0.50669,  -0.55859,   0.47947,  -0.07417,   0.50542,  -0.43749
  -0.41154,   0.55732,   0.29781,   0.37566,   0.28051,  -0.15202,  -0.49804,   0.50542,  -0.61050,  -0.42884
  -0.62780,   0.67843,   0.61788,   0.15075,  -0.65375,   0.34971,  -0.27313,  -0.00496,   0.53137,  -0.65375
  -0.00496,  -0.46344,  -0.52399,  -0.77486,   0.60923,   0.42756,   0.29781,   0.19400,   0.11615,   0.19400
   0.52272,  -0.21257,   0.41026,   0.66113,   0.39296,  -0.49804,   0.20265,  -0.60185,  -0.43749,  -0.40289
   0.02099,   0.00369,   0.26320,  -0.69700,  -0.72295,   0.50542,   0.28916,   0.97255,  -0.29908,  -0.37693
   0.45352,  -0.84406,   0.21995,   0.00369,  -0.26448,  -0.16067,   0.68708,  -0.26448,  -0.63645,   0.83414
  -0.95652,  -0.66240,   0.54867,   0.40161,   0.28916,   0.41026,  -0.86136,   0.60058,  -0.15202,   0.41026
   0.20265,  -0.39423,   0.48812,  -0.30773,   0.71303,  -0.32503,  -0.74891,  -0.63645,   0.41026,   0.56597
  -0.67970,   0.66978,  -0.29908,   0.25455,  -0.61050,  -0.20392,   0.61788,  -0.48939,  -0.24718,   1.01580
   0.72168,   0.34106,  -0.79216,  -0.46344,  -0.30773,  -0.25583,   0.09885,   0.71303,   0.46217,  -0.47209
   0.21130,  -0.25583,  -0.42019,  -0.22122,  -0.54129,   0.78224,   0.49677,   0.24590,  -0.10877,  -0.19527
   0.51407,  -0.47209,   0.55732,  -0.30773,   0.47082,  -0.07417,  -0.32503,  -0.27313,   0.59192,  -0.61050
   0.14210,   0.27186,  -0.48939,  -0.80081,   0.83414,  -0.58455,  -0.32503,   0.62653,   0.21130,   0.09019
  -0.44614,   0.22860,  -0.38558,   0.29781,  -0.54994,  -0.51534,   0.66978,   0.47947,   0.54002,  -0.35098
   0.28916,  -0.46344,   0.55732,   0.30646,  -0.70565,   0.51407,   0.11615,  -0.49804,   0.32376,  -0.36828
   0.55732,   0.55732,  -0.15202,  -0.54994,   0.94660,  -0.42884,  -0.10012,  -0.65375,  -0.38558,   0.09885
  -0.60185,   0.60923,  -0.48939,  -0.62780,   0.11615,   0.61788,  -0.27313,  -0.59320,   0.60058,   0.66978
